,Title,Lyric,Age Class tag,processed_lyric,cluster
325,Lirik Lagu Bila - Republik,bila saja.. umurku panjangku kan selalu mengabdi pada-mu bila nanti.. ku punya rizkiku kan pergi ke tanah suci ya allah.. kabulkan doaku untuk menebus salahku ya allah.. berikanku waktu tuk bahagiakan orangtuaku bila saja.. umurku panjangku kan selalu bersujud pada-mu bila nanti.. ku diberi rizkiku kan pergi untuk naik haji tuk bahagiakan orangtuaku,semua usia,bila saja umur panjang kan selalu abdi pada bila nanti ku punya rizkiku kan pergi ke tanah suci ya allah kabul doa untuk tebus salah ya allah beri waktu tuk bahagia orangtuaku bila saja umur panjang kan selalu sujud pada bila nanti ku beri rizkiku kan pergi untuk naik haji tuk bahagia orangtuaku,2
326,Lirik Lagu Bintang - Sherina,"bintang-bintang di langit menyimpan sejuta misteri berkedip-kedip bermain mata seolah mengajak kita berkenalan lebih dekat bintang-bintang di langit memiliki sejuta rahasia membentuk gugusan indah menerangi langkahku di setiap malam terang bintang-bintang di langit namamu indah canopus......capela......vega......pancarkanlah sinarmu terangilah jalanku....
",semua usia,bintang di langit simpan juta misteri kedip main mata olah ajak kita nal lebih dekat bintang di langit milik juta rahasia bentuk gugus indah rang langkah di tiap malam terang bintang di langit nama indah canopus capela vega pancar sinar terang jalan,0
327,Lirik Lagu Buat Apa Susah - Koes Plus,buat apa susah...buat apa susah...lebih baik kita bergembira buat apa susah...buat apa susah...lebih baik kita bergembira kekasihku apa yang kau risaukan kerjamu hanya melamun saja tak berguna kau bersedih hati tertawalah... sayang... kekasihku apa yang kau pikirkan hidup ini hanya sementara tak berguna kau bersedih hati percayalah... sayang...,semua usia,buat apa susah buat apa susah lebih baik kita gembira buat apa susah buat apa susah lebih baik kita gembira kasih apa yang kau risau kerja hanya lamun saja tak guna kau sedih hati tertawa sayang kasih apa yang kau pikir hidup ini hanya sementara tak guna kau sedih hati percaya sayang,3
328,Lirik Lagu Bunda - Republik,manjanya aku disampingmu kau tenangkan jiwaku setiamu pada janjimu untuk selalu menjagaku karna tanpamu apa artinya aku karna tanpamu aku tak akan ada disini bunda percayalah aku akan tetap disini hanya untukmu hingga bintang tak bersinar hingga tak ada lagi nyawaku ini kulihat cahya mu yang tegaskan aku bahawa kau selalu terangiku setia mu pada janjimu untuk selalu menjaga ku,semua usia,manja aku samping kau tenang jiwa setia pada janji untuk selalu jaga karna tanpa apa arti aku karna tanpa aku tak akan ada sini bunda percaya aku akan tetap sini hanya untuk hingga bintang tak sinar hingga tak ada lagi nyawa ini lihat cahya mu yang tegas aku bahawa kau selalu terang setia mu pada janji untuk selalu jaga ku,3
329,Lirik Lagu Bunga-bunga Ganja - Rhoma Irama,"sejuta bintang menari-nari di mata selaksa angan ingin menjangkau nirwana sukma kembara tak tentu arah ke mana hidup yang hampa tanpa tujuan nyata jiwa terlena (terbuai, terbuai) arus narkotika tunas belia (terkulai, terkulai) layu tak berguna punah semua harapan bunda persada bunga-bunga ganja (hai bunga ganja)awal dari bencana jangan biarkan tumbuh merajalela bunga-bunga ganja (hai bunga ganja)sumber malapetaka menutup citra tunas harapan bangsa hancurkan (hancurkan) seluruh jenis narkotika musnahkan (musnahkan) sebelum kasip semua
",semua usia,juta bintang tari di mata laksa angan ingin jangkau nirwana sukma kembara tak tentu arah ke mana hidup yang hampa tanpa tuju nyata jiwa lena buai buai arus narkotika tunas belia kulai kulai layu tak guna punah semua harap bunda persada bunga ganja hai bunga ganja awal dari bencana jangan biar tumbuh rajalela bunga ganja hai bunga ganja sumber malapetaka tutup citra tunas harap bangsa hancur hancur seluruh jenis narkotika musnah musnah belum kasip semua,0
330,Lirik Lagu Burung Bernyanyi - Tasya,"ku dengar burung bernyanyi ku dengar suara nan murni turun naik alun melodi menyentuh sanubari ku ingin,turut berlagu ku ingin,turut berdendang bersamamu burung yang riang bersamamu bersenang kudengar suaramu kau dengar suaraku tidakkah terasa merdu dalam irama,nada yang satu kita pun bernyanyi tak jemu",semua usia,ku dengar burung nyanyi ku dengar suara nan murni turun naik alun melodi sentuh sanubari ku ingin turut lagu ku ingin turut dendang sama burung yang riang sama senang dengar suara kau dengar suara tidak asa merdu dalam irama nada yang satu kita pun nyanyi tak jemu,0
331,Lirik Lagu Cahaya Ramadan - Nidji,"senyumku ini senyum cahaya cahaya dari jiwa yang senang tak ada yang kau tak bisa di dunia ini kita terlahir untuk menang sebarkan semangat ini dengan ikhlas dan tulus kita menang kita sinari dunia kemenangan ramadan kemenangan semua yang ikhlas berjuang demi cinta sebarkanlah cahaya kemenangan ramadan menangku denganmu segarkan dunia mainkan nadamu, bakar semangat kalahkan egomu, sebarkan cintamu hidupkan lebih indah, nyalakan senyummu bersihkan hatimu, kita menang kita sinari dunia kemenangan ramadan kemenangan semua yang ikhlas berjuang demi cinta sebarkanlah cahaya kemenangan ramadan menangku denganmu segarkan dunia kemenangan ramadan kemenangan semua yang ikhlas berjuang sebarkanlah cahaya kemenangan ramadan menangku denganmu segarkan dunia kemenangan ramadan kemenangan semua yang ikhlas berjuang demi cinta sebarkanlah cahaya kemenangan ramadan menangku denganmu segarkan dunia",semua usia,senyum ini senyum cahaya cahaya dari jiwa yang senang tak ada yang kau tak bisa di dunia ini kita lahir untuk menang sebar semangat ini dengan ikhlas dan tulus kita menang kita sinar dunia menang ramadan menang semua yang ikhlas juang demi cinta sebar cahaya menang ramadan menang dengan segar dunia main nada bakar semangat kalah ego sebar cinta hidup lebih indah nyala senyum sih hati kita menang kita sinar dunia menang ramadan menang semua yang ikhlas juang demi cinta sebar cahaya menang ramadan menang dengan segar dunia menang ramadan menang semua yang ikhlas juang sebar cahaya menang ramadan menang dengan segar dunia menang ramadan menang semua yang ikhlas juang demi cinta sebar cahaya menang ramadan menang dengan segar dunia,0
332,Lirik Lagu Cahaya Terang - Sheila on Seven,ketika aku lihat cahaya terang aku dapat merasakan kemana kan pergi di saat aku injak dunia luar aku yakin semuanya akan ku nikmati takkan pernah aku takut takkan pernah aku sedih hadapi semua ini ketika aku lihat cahaya terang aku dapat menemukan tujuan hidupku hilanglah sudah semua masa laluku akan kulewati semua dengan hal yang baru aku takkan bisa hidup tanpa dirinya aku takkan mampu hidup tanpa sentuhannya mampu hidup tanpa sentuhannya,semua usia,ketika aku lihat cahaya terang aku dapat rasa mana kan pergi di saat aku injak dunia luar aku yakin semua akan ku nikmat tak pernah aku takut tak pernah aku sedih hadap semua ini ketika aku lihat cahaya terang aku dapat temu tuju hidup hilang sudah semua masa lalu akan lewat semua dengan hal yang baru aku tak bisa hidup tanpa diri aku tak mampu hidup tanpa sentuh mampu hidup tanpa sentuh,0
333,Lirik Lagu Cinta Rasul - Sulis,rindu kami ya rasul tak sabar ingin bertemu dalam hidup sekejap ini ku junjung tinggi nama-mu dalam renungan ku teringat pada-mu selalu bergema sholawat untuk-mu tak terlupakan semua pengorbanan (pengabdian)di jalan-mu yang menuju kebenaran bila waktuku datang hasratku di jalan-mu jalan yang selalu terang jalan lurus yang kutuju jalan lurus yang kutuju ya rasul hadir dalam hijrah hidupku perjalanan yang berbatu dan berliku meski gelombang uji coba menghadang aku kan berdiri kukuh dan berjuang bila waktuku datang hasratku di jalan-mu jalan yang selalu terang jalan lurus yang kutuju jalan yang selalu terang jalan lurus yang kutuju jalan yang selalu terang jalan lurus yang kutuju,semua usia,rindu kami ya rasul tak sabar ingin temu dalam hidup kejap ini ku junjung tinggi nama dalam renung ku ingat pada selalu gema sholawat untuk tak lupa semua korban abdi di jalan yang tuju benar bila waktu datang hasrat di jalan jalan yang selalu terang jalan lurus yang tuju jalan lurus yang tuju ya rasul hadir dalam hijrah hidup jalan yang batu dan liku meski gelombang uji coba menghadang aku kan diri kukuh dan juang bila waktu datang hasrat di jalan jalan yang selalu terang jalan lurus yang tuju jalan yang selalu terang jalan lurus yang tuju jalan yang selalu terang jalan lurus yang tuju,2
334,Lirik Lagu Cinta Untuk Mama - Vidi Aldiano,"apa yang ku berikan untuk mama untuk mama tersayang tak ku miliki sesuatu berharga untuk mama tercinta hanya ini ku nyanyikan senandung dari hatiku untuk mama hanya sebuah lagu sederhana lagu cintaku untuk mama apa yang ku berikan untuk mama untuk mama tersayang tak ku miliki sesuatu berharga untuk mama tercinta hanya ini ku nyanyikan senandung dari hatiku untuk mama hanya sebuah lagu sederhana lagu cintaku untuk mama walau tak dapat selalu ku ungkapkan kata cintaku tuk mama namun dengarkanlah hatiku berkata sungguh ku sayang padamu mama hanya ini ku nyanyikan senandung dari hatiku untuk mama hanya sebuah lagu sederhana lagu cintaku untuk mama lagu cintaku untuk mama, mama
",semua usia,apa yang ku ikan untuk mama untuk mama sayang tak ku milik sesuatu harga untuk mama cinta hanya ini ku nyanyi senandung dari hati untuk mama hanya buah lagu sederhana lagu cinta untuk mama apa yang ku ikan untuk mama untuk mama sayang tak ku milik sesuatu harga untuk mama cinta hanya ini ku nyanyi senandung dari hati untuk mama hanya buah lagu sederhana lagu cinta untuk mama walau tak dapat selalu ku ungkap kata cinta tuk mama namun dengar hati kata sungguh ku sayang pada mama hanya ini ku nyanyi senandung dari hati untuk mama hanya buah lagu sederhana lagu cinta untuk mama lagu cinta untuk mama mama,0
335,Lirik Lagu Di Dalam Bui - Koes Plus,waktu ku di dalam bui ku bersedih dan bernyanyi di malam sunyi ibu dan ayah menanti berdoa setiap hari aku kembali tutupkanlah semua pintu matikanlah semua lampu kamar kurungku hatiku kan tetap tenang karna ada sinar terang dari tuhanku walaupun hidupku di kurung selalu tetapi aku tetap milikmu tuhanku waktu ku di dalam bui ku bersedih dan bernyanyi di malam sunyi ibu dan ayah menanti berdoa setiap hari aku kembali kembali ke tutupkanlah semua pintu matikanlah semua lampu kamar kurungku hatiku kan tetap tenang karna ada sinar terang dari tuhanku,semua usia,waktu ku di dalam bui ku sedih dan nyanyi di malam sunyi ibu dan ayah nanti doa tiap hari aku kembali tutup semua pintu mati semua lampu kamar kurung hati kan tetap tenang karna ada sinar terang dari tuhan walaupun hidup di kurung selalu tetapi aku tetap milik tuhan waktu ku di dalam bui ku sedih dan nyanyi di malam sunyi ibu dan ayah nanti doa tiap hari aku kembali kembali ke tutup semua pintu mati semua lampu kamar kurung hati kan tetap tenang karna ada sinar terang dari tuhan,0
336,Lirik Lagu Mahadewi - Padi,"hamparan langit maha sempurna,bertahta bintang - bintang angkasa namun satu bintang yang berpijar,teruntai turun menyapa ku reff 1 :ada tutur kata terucap,ada damai yang kurasakan bila sinarnya sentuh wajahku,kepedihanku pun... terhapuskan alam rayapun semua tersenyum,merunduk dan memuja hadirnya terpukau aku menatap wajahnya,aku merasa mengenal dia...reff 2 :tapi ada entah dimana,hanya hatiku mampu menjawabnya mahadewi resapkan nilainya,pencarianku pun... usai sudah back to reff :mahadewi resapkan nilainya,mahadewi tercipta untukku mahadewi resapkan nilainya,mahadewi tercipta untukku",semua usia,hampar langit maha sempurna bertahta bintang - bintang angkasa namun satu bintang yang pijar untai turun sapa ku reff 1 ada tutur kata ucap ada damai yang rasa bila sinar sentuh wajah pedih pun hapus alam raya semua senyum runduk dan puja hadir pukau aku tatap wajah aku rasa kenal dia reff 2 tapi ada entah mana hanya hati mampu jawab mahadewi resap nilai cari pun usai sudah back to reff mahadewi resap nilai mahadewi cipta untuk mahadewi resap nilai mahadewi cipta untuk,0
337,Lirik Lagu Energi - Kotak,tak bisa jika aku terbang tinggi tanpamu semangat kau beri tak akan pernah mampu mengejar mimpi bila kau akan pergi wahai kerabat semua di sini kau bagaikan energi teriakkan semua tunjukkan kau bahwa kerabat kotak sejati lepaskanlah semua beban yang kau rasa kita berpesta di sini karenamu kita masih tetap di sini kau akan tetap di hati karenamu kita takkan pernah berhenti akan terus berlari wahai kerabat semua di sini kau bagaikan energi teriakkan semua tunjukkan kau bahwa kerabat kotak sejati lepaskanlah semua beban yang kau rasa kita berpesta di sini wahai kerabat semua di sini kau bagaikan energi teriakkan semua tunjukkan kau bahwa kerabat kotak sejati lepaskanlah semua beban yang kau rasa kita berpesta di sini teriakkan semua tunjukkan kau bahwa kerabat kotak sejati lepaskanlah semua beban yang kau rasa kita berpesta di sini,semua usia,tak bisa jika aku terbang tinggi tanpa semangat kau beri tak akan pernah mampu kejar mimpi bila kau akan pergi wahai kerabat semua di sini kau bagai energi teriak semua tunjuk kau bahwa kerabat kotak sejati lepas semua beban yang kau rasa kita pesta di sini karena kita masih tetap di sini kau akan tetap di hati karena kita tak pernah henti akan terus lari wahai kerabat semua di sini kau bagai energi teriak semua tunjuk kau bahwa kerabat kotak sejati lepas semua beban yang kau rasa kita pesta di sini wahai kerabat semua di sini kau bagai energi teriak semua tunjuk kau bahwa kerabat kotak sejati lepas semua beban yang kau rasa kita pesta di sini teriak semua tunjuk kau bahwa kerabat kotak sejati lepas semua beban yang kau rasa kita pesta di sini,3
338,Lirik Lagu Format Masa Depan - Dewa 19,"permisi kenangan masa lalu beri kami jalan kami kami hadir bawa inovasi jangan rintangi kami lagi hembusan transformasi budaya dan deras ombak globalisasi menghantam nurani paling dalam mendobrak satu birokrasi(kebodohan... kemiskinan...)kami kekuatan... kekuatan masa mendatang format masa depan, filter globalisasi alih teknologi...kami orang muda... yang kaya akan obsesi mobilitas tinggi, haus reformasi, hakiki bangunlah jiwanya bangunlah raganya kami semua terpasung terpasung tikus birokrasi
",semua usia,permisi kenang masa lalu beri kami jalan kami kami hadir bawa inovasi jangan rintang kami lagi hembus transformasi budaya dan deras ombak globalisasi hantam nurani paling dalam dobrak satu birokrasi bodoh miskin kami kuat kuat masa datang format masa depan filter globalisasi alih teknologi kami orang muda yang kaya akan obsesi mobilitas tinggi haus reformasi hakiki bangun jiwa bangun raga kami semua pasung pasung tikus birokrasi,2
339,Lirik Lagu Gerhana - ST 12,dingin malam memaksakanku harus lekas telanjang engkau pergi tanpa pesan tinggalkan kenyataan bagaimana manyar kesepian suaranya tak terdengar mengisi rimbanya hutan tak satu pun jawaban mungkin inilah jawaban perjalanan melelahkan berakhir di antara pantai bagai mentari dan bulan datanglah wahai gerhana satukanlah kehidupan di antara dua beda keseimbangan ku damba mungkin inilah jawaban perjalanan melelahkan berakhir di antara pantai bagai mentari dan bulan datanglah wahai gerhana satukanlah kehidupan di antara dua beda keseimbangan ku damba,semua usia,dingin malam paksa harus lekas telanjang engkau pergi tanpa pesan tinggal nyata bagaimana manyar sepi suara tak dengar isi rimba hutan tak satu pun jawab mungkin ini jawab jalan lelah akhir di antara pantai bagai mentari dan bulan datang wahai gerhana satu hidup di antara dua beda imbang ku damba mungkin ini jawab jalan lelah akhir di antara pantai bagai mentari dan bulan datang wahai gerhana satu hidup di antara dua beda imbang ku damba,0
340,Lirik Lagu Hadapi Dengan Senyuman - Dewa 19,"hadapi dengan senyuman semua yang terjadi biar terjadi hadapi dengan tenang jiwa semua kan baik-baik saja bila ketetapan tuhan sudah ditetapkan, tetaplah sudah tak ada yang bisa merubah dan takkan bisa berubah relakanlah saja ini bahwa semua yang terbaik terbaik untuk kita semua menyerahlah untuk menang
",semua usia,hadap dengan senyum semua yang jadi biar jadi hadap dengan tenang jiwa semua kan baik saja bila tetap tuhan sudah tetap tetap sudah tak ada yang bisa rubah dan tak bisa ubah rela saja ini bahwa semua yang baik baik untuk kita semua serah untuk menang,0
